Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
ANTONIO AUGUSTO JUNHO ANASTASIA;ANTONIO ANASTASIA;Senador;456;PSDB;Deferido;TODOS POR MINAS
EDILSON JOSE DO NASCIMENTO;EDILSON NASCIMENTO;Senador;700;PT do B;Deferido;+MINAS
GERALDO DE ARAÚJO SILVA;GERALDO BATATA;Senador;161;PSTU;Deferido;FRENTE DE ESQUERDA SOCIALISTA
JOSE TARCISIO DOS SANTOS;TARCISIO;Senador;270;PSDC;Indeferido;PSDC
JOSUÉ CHRISTIANO GOMES DA SILVA;JOSUÉ ALENCAR;Senador;150;PMDB;Aguardando julgamento;MINAS PRA VOCÊ
MARGARIDA LUIZA DE MATOS VIEIRA;MARGARIDA VIEIRA;Senador;400;PSB;Deferido;MINAS QUER MUDANÇA
MARIA DAS GRAÇAS SOUSA VIEIRA;GRAÇA;Senador;290;PCO;Aguardando julgamento;PCO
PABLO LUIZ DE OLIVEIRA LIMA;PABLO LIMA;Senador;210;PCB;Aguardando julgamento;PCB
