Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
EDVALDO MENDES ARAUJO;ZULU ARAUJO;Senador 2º Suplente;400;PSB;Deferido;UM NOVO CAMINHO PARA  A BAHIA
JOSÉ NILDO RODRIGUES DOS SANTOS;JOSÉ NILDO;Senador 2º Suplente;500;PSOL;Aguardando julgamento;PSOL
MARIO CESAR DA SILVA;MARIO CESAR;Senador 2º Suplente;511;PEN;Aguardando julgamento;POR UMA BAHIA LIVRE E JUSTA
MARIZETE LISBOA FERNANDES PEREIRA;MARIZETE;Senador 2º Suplente;555;PT;Deferido;PRA BAHIA MUDAR MAIS
RICARDO GREY DE ARAUJO LEMOS;RICARDO GREY;Senador 2º Suplente;150;PTC;Aguardando julgamento;UNIDOS PELA BAHIA
