Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
LIDICE DA MATA E SOUZA;LIDICE DA MATA;Governador;40;PSB;Aguardando julgamento;UM NOVO CAMINHO PARA  A BAHIA
MARCOS ANTONIO GUIMARÃES MENDES;MARCOS MENDES;Governador;50;PSOL;Deferido;PSOL
PAULO GANEM SOUTO;PAULO SOUTO;Governador;25;DEM;Aguardando julgamento;UNIDOS PELA BAHIA
RENATA MALLET GUENA;RENATA MALLET;Governador;16;PSTU;Deferido;PSTU
ROGÉRIO TADEU DA LUZ;DA LUZ;Governador;28;PRTB;Aguardando julgamento;POR UMA BAHIA LIVRE E JUSTA
RUI COSTA DOS SANTOS;RUI COSTA;Governador;13;PT;Deferido;PRA BAHIA MUDAR MAIS
