Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
ABEL REBOUÇAS SÃO JOSÉ;ABEL REBOUÇAS;Senador 1º Suplente;555;PDT;Deferido;PRA BAHIA MUDAR MAIS
ADSON GOMES MIRANDA;ADSON GOMES;Senador 1º Suplente;511;PEN;Renúncia;POR UMA BAHIA LIVRE E JUSTA
CESAR OLIVEIRA CARNEIRO;CESAR CARNEIRO;Senador 1º Suplente;500;PSOL;Deferido;PSOL
ELIEL LIMA SANTANA;ELIEL SANTANA;Senador 1º Suplente;150;PSC;Aguardando julgamento;UNIDOS PELA BAHIA
IDALBA MARIA VAL DE OLIVEIRA MARINS;IDALBA MARINS;Senador 1º Suplente;511;PEN;Aguardando julgamento;POR UMA BAHIA LIVRE E JUSTA
JUVENCIO RUY CARDOSO NEVES;JUVENCIO RUY;Senador 1º Suplente;400;PSB;Deferido;UM NOVO CAMINHO PARA  A BAHIA
