Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
ANTONIO GOMES DE ANDRADE NETO;NETO;Vice-Governador;28;PRTB;Aguardando julgamento;POR UMA BAHIA LIVRE E JUSTA
CARLOS JOSÉ BISPO DO NASCIMENTO;CARLOS NASCIMENTO;Vice-Governador;16;PSTU;Deferido;PSTU
EDUARDO LIMA VASCONCELOS;EDUARDO VASCONCELOS;Vice-Governador;40;PSB;Aguardando julgamento;UM NOVO CAMINHO PARA  A BAHIA
JOACI FONSECA DE GOES;JOACI GOES;Vice-Governador;25;PSDB;Aguardando julgamento;UNIDOS PELA BAHIA
JOÃO FELIPE DE SOUZA LEÃO;JOÃO LEÃO;Vice-Governador;13;PP;Deferido;PRA BAHIA MUDAR MAIS
RONALDO SANTOS SILVA;RONALDO SANTOS;Vice-Governador;50;PSOL;Deferido;PSOL
