Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
ANTONIO DA CRUZ DA ROCHA ALVES;ANTONIO ROCHA;Governador;50;PSOL;Deferido;PSOL
MÁRCIO MIGUEL BITTAR;MÁRCIO BITTAR;Governador;45;PSDB;Deferido;Aliança Por Um Acre Melhor
SEBASTIÃO AFONSO VIANA MACEDO NEVES;TIÃO VIANA;Governador;13;PT;Deferido;Frente Popular do Acre
SEBASTIÃO BOCALOM RODRIGUES;BOCALOM;Governador;25;DEM;Deferido;PRODUZIR PARA EMPREGAR
