Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
ANTHONY WILLIAM GAROTINHO MATHEUS DE OLIVEIRA;GAROTINHO;Governador;22;PR;Aguardando julgamento;Aliança Republicana e Trabalhista
DAYSE OLIVEIRA GOMES;DAYSE OLIVEIRA;Governador;16;PSTU;Aguardando julgamento;PSTU
LUIZ FERNANDO DE SOUZA;LUIZ FERNANDO PEZÃO;Governador;15;PMDB;Aguardando julgamento;O RIO EM 1º LUGAR
LUIZ LINDBERGH FARIAS FILHO;LINDBERG FARIAS;Governador;13;PT;Aguardando julgamento;COLIGAÇÃO FRENTE POPULAR
MARCELO BEZERRA  CRIVELLA;MARCELO CRIVELLA;Governador;10;PRB;Aguardando julgamento;PRB
NEY DE SOUZA NUNES;NEY NUNES;Governador;21;PCB;Aguardando julgamento;PCB
TARCISIO MOTTA DE CARVALHO;TARCISIO MOTTA;Governador;50;PSOL;Aguardando julgamento;PSOL
