Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
FRANCISCO OSWALDO NEVES DORNELLES;FRANCISCO DORNELLES;Vice-Governador;15;PP;Aguardando julgamento;O RIO EM 1º LUGAR
HEITOR CESAR RIBEIRO DE OLIVEIRA;HEITOR CESAR;Vice-Governador;21;PCB;Aguardando julgamento;PCB
JOSÉ ALBERTO DA COSTA ABREU;GENERAL ABREU;Vice-Governador;10;PRB;Aguardando julgamento;PRB
JOSÉ RENATO GOMES DA COSTA;RENATÃO DO QUILOMBO;Vice-Governador;50;PSOL;Aguardando julgamento;PSOL
MARCIO BARRETO DOS SANTOS GARCIA;MARCIO GARCIA;Vice-Governador;22;PR;Aguardando julgamento;Aliança Republicana e Trabalhista
MARILIA PAULA MACEDO;MARILIA MACEDO;Vice-Governador;16;PSTU;Aguardando julgamento;PSTU
ROBERTO WAGNER ROCCO;ROBERTO ROCCO;Vice-Governador;13;PV;Aguardando julgamento;COLIGAÇÃO FRENTE POPULAR
