Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
ANA CRISTINA CARVALHAES MACHADO;ANA CE CARVALHAES;Senador 1º Suplente;500;PSOL;Aguardando julgamento;PSOL
JOÃO BATISTA DA ROCHA LEMOS;JOÃO BATISTA LEMOS;Senador 1º Suplente;400;PC do B;Aguardando julgamento;COLIGAÇÃO FRENTE POPULAR
MARCELO DE OLIVEIRA PANELLA;MARCELO PANELLA;Senador 1º Suplente;123;PDT;Renúncia;PDT
NOBERTO COELHO DE MATTOS;COMANDANTE NOBERTO;Senador 1º Suplente;901;PROS;Aguardando julgamento;TRABALHISTA E REPUBLICANA
PAULO CESAR AMENDOLA DE SOUZA;CORONEL AMENDOLA;Senador 1º Suplente;100;PRB;Aguardando julgamento;PRB
PAULO ROBERTO FILGUEIRA DE OLIVEIRA;PAULO OLIVEIRA;Senador 1º Suplente;211;PCB;Aguardando julgamento;PCB
RONALDO CEZAR COELHO;RONALDO CEZAR COELHO;Senador 1º Suplente;255;PSD;Aguardando julgamento;O RIO EM 1º LUGAR
SHEILA CHAVES GAMA DE SOUZA;SHEILA GAMA;Senador 1º Suplente;123;PDT;Aguardando julgamento;PDT
VANIA GOBETTI;VANIA GOBETTI;Senador 1º Suplente;161;PSTU;Aguardando julgamento;PSTU
