Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
CARLOS AUGUSTO LOPES DA COSTA;CARLOS AUGUSTO COSTA;Senador 1º Suplente;400;PV;Deferido;Frente Popular de Pernambuco
ISABEL CRISTINA DE OLIVEIRA;ISABEL CRISTINA;Senador 1º Suplente;130;PT;Aguardando julgamento;PERNAMBUCO VAI MAIS LONGE
IVAN RODRIGUES DE MORAIS;IVAN MORAIS;Senador 1º Suplente;500;PSOL;Aguardando julgamento;MOBILIZAÇÃO POR PODER POPULAR
KELLY CRISTINA SILVA;KELLY CRISTINA;Senador 1º Suplente;162;PSTU;Deferido;PSTU
MÁRTON FERREIRA DOS SANTOS;MÁRTON;Senador 1º Suplente;211;PCB;Aguardando julgamento;PCB
