Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
JOSE CARLOS DE MORAES VASCONCELLOS FILHO;JOSÉ CARLOS VASCONCELLOS;Senador 1º Suplente;123;PDT;Deferido;SOMOS TODOS BRASÍLIA
MANOEL FERREIRA;PASTOR MANOEL FERREIRA;Senador 1º Suplente;133;PSC;Aguardando julgamento;RESPEITO POR BRASÍLIA
MARIA DE FATIMA FERNANDES GUIMARÃES;MARIA DE FATIMA;Senador 1º Suplente;211;PCB;Aguardando julgamento;PCB
SILVIO SOARES FILHO;SILVIO;Senador 1º Suplente;160;PSTU;Aguardando julgamento;PSTU
TATIANA DE PINO ALBUQUERQUE MARANHÃO;TATIANA MARANHAO;Senador 1º Suplente;500;PSOL;Aguardando julgamento;PSOL
VALMIR BARBOSA DA SILVA;VALMIR BARBOSA;Senador 1º Suplente;290;PCO;Aguardando julgamento;PCO
WANDER RODRIGUES SOBRINHO;WANDER SOBRINHO;Senador 1º Suplente;456;PSDC;Aguardando julgamento;SERIEDADE PARA MUDAR
WESLIAN DO PERPÉTUO SOCORRO PELES RORIZ;WESLIAN RORIZ;Senador 1º Suplente;144;PRTB;Aguardando julgamento;UNIÃO E FORÇA
