Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
ADÃO CANDIDO LOPES DOS SANTOS;ADÃO CANDIDO;Vice-Governador;45;PPS;Aguardando julgamento;SERIEDADE PARA MUDAR
ANTONIO RICARDO MARTINS GUILLEN;GUILLEN;Vice-Governador;50;PSTU;Aguardando julgamento;Frente de esquerda
ELIANA MARIA PASSOS PEDROSA;ELIANA PEDROSA;Vice-Governador;22;PPS;Renúncia;UNIÃO E FORÇA
GILSON VASCONCELOS DOBBIN;GILSON DOBBIN;Vice-Governador;29;PCO;Aguardando julgamento;PCO
JOFRAN FREJAT;JOFRAN FREJAT;Vice-Governador;22;PR;Aguardando julgamento;UNIÃO E FORÇA
NELSON TADEU FILIPPELLI;TADEU FILIPPELLI;Vice-Governador;13;PT;Aguardando julgamento;RESPEITO POR BRASÍLIA
RENATO SANTANA DA SILVA;RENATO SANTANA;Vice-Governador;40;PSD;Deferido;SOMOS TODOS BRASÍLIA
