Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
AUGUSTO CESAR DOS SANTOS RODRIGUES;AUGUSTO CESAR;Senador 2º Suplente;280;PRTB;Deferido;PRTB
CLELTON RIBEIRO LEITE;CLELTON LEITE;Senador 2º Suplente;333;PMN;Aguardando julgamento;PMN
ENILDO PENA DO AMARAL;ENILDO AMARAL;Senador 2º Suplente;511;PV;Aguardando julgamento;UNIDOS PELO AMAPÁ QUE QUEREMOS
FRANCIONE ESPIDOLA DANTAS;FRANCIONE;Senador 2º Suplente;210;PCB;Aguardando julgamento;PCB
JAIRA DO SOCORRO RODRIGUES CORRÊA SERRA;JAIRA DO SOCORRO;Senador 2º Suplente;369;PTC;Deferido;PTC
JANETE TAVARES NASCIMENTO;JANETE TAVARES;Senador 2º Suplente;441;PRP;Aguardando julgamento;PRP
MANOEL ANTONIO BEZERRA BACELAR SOUZA;BACELAR;Senador 2º Suplente;131;PT;Aguardando julgamento;FRENTE POPULAR A FAVOR DO AMAPA
MARCO JEOVANO SOARES RIBAS;MARQUINHO;Senador 2º Suplente;255;DEM;Aguardando julgamento;JUNTOS PELO DESENVOLVIMENTO PELA PAZ E PELA VIDA
SALOMÃO ALCOLUMBRE JÚNIOR;SALOMÃO JR;Senador 2º Suplente;152;PMDB;Aguardando julgamento;A FORÇA DO POVO
SERGIO FERNANDO REIS MORAES;SERGIO FERNANDO;Senador 2º Suplente;161;PSTU;Deferido;PSTU
