Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
ANTÔNIO WALDEZ GÓES DA SILVA;WALDEZ;Governador;12;PDT;Aguardando julgamento;A FORÇA DO POVO
BRUNO MANOEL REZENDE;BRUNO MINEIRO;Governador;70;PT do B;Aguardando julgamento;UNIDOS PELO AMAPÁ QUE QUEREMOS
CARLOS CAMILO GÓES CAPIBERIBE;CAMILO CAPIBERIBE;Governador;40;PSB;Deferido;FRENTE POPULAR A FAVOR DO AMAPA
DÉCIO ARAÚJO GOMES;DÉCIO GOMES;Governador;21;PCB;Deferido;PCB
GENIVAL CRUZ DE ARAUJO;GENIVAL CRUZ;Governador;16;PSTU;Deferido;PSTU
JORGE EMANOEL AMANAJAS CARDOSO;JORGE AMANAJAS;Governador;23;PPS;Deferido;O FUTURO COMEÇA AGORA
LUIZ CANTUARIA BARRETO;LUCAS BARRETO;Governador;55;PSD;Deferido;JUNTOS PELO DESENVOLVIMENTO PELA PAZ E PELA VIDA
