Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
FABIO FERREIRA FELIX;FABIO FERREIRA  FELIX;Senador 1º Suplente;500;PSOL;Deferido;PSOL
JOSÉ MARIA PIMENTA;PIMENTA;Senador 1º Suplente;156;PMDB;Renúncia;O ESPIRITO SANTO PODE MUITO MAIS
LUIZ OSVALDO PASTORE;LUIZ PASTORE;Senador 1º Suplente;156;PMDB;Aguardando julgamento;O ESPIRITO SANTO PODE MUITO MAIS
MIGUEL VIRGILIO MARÇAL DE SOUZA;MIGUEL MARÇAL;Senador 1º Suplente;433;PSC;Renúncia;PRA FRENTE ESPÍRITO SANTO
REMEGILDO GAVA MILANEZ;DR REMEGILDO;Senador 1º Suplente;131;PDT;Deferido;COM A FORÇA DO POVO CAPIXABA
RENATO PEDRINI;TENENTE PEDRINI;Senador 1º Suplente;433;PC do B;Aguardando julgamento;PRA FRENTE ESPÍRITO SANTO
SHIRLEI DE MOURA PINHEIRO;SHIRLEI DE MOURA;Senador 1º Suplente;161;PSTU;Deferido;Frente Classista e Socialista
