Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
ANDRE LUIZ MOREIRA;ANDRE MOREIRA;Senador;500;PSOL;Deferido;PSOL
FABIANO CONTARATO;CONTARATO;Senador;222;PR;Renúncia;PRA FRENTE ESPÍRITO SANTO
JOAO CARLOS COSER;JOAO COSER;Senador;131;PT;Deferido;COM A FORÇA DO POVO CAPIXABA
NEUCIMAR FERREIRA FRAGA;NEUCIMAR FRAGA;Senador;433;PV;Deferido;PRA FRENTE ESPÍRITO SANTO
RAPHAEL GÓES FURTADO;RAPHAEL FURTADO;Senador;161;PSTU;Deferido;Frente Classista e Socialista
ROSILDA DE FREITAS;ROSE DE FREITAS;Senador;156;PMDB;Aguardando julgamento;O ESPIRITO SANTO PODE MUITO MAIS
