Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
ANTONIO JOSE DE CRISTO FILHO;CRISTO;Senador 2º Suplente;433;PSC;Renúncia;PRA FRENTE ESPÍRITO SANTO
CLAUDIO PAGUNG;CLAUDIO PAGUNG;Senador 2º Suplente;156;PMDB;Aguardando julgamento;O ESPIRITO SANTO PODE MUITO MAIS
EDGAR TEIXEIRA SENA;EDGAR SENA;Senador 2º Suplente;161;PCB;Deferido;Frente Classista e Socialista
JOANA D'ARC MAGESKI DE SOUSA;JOANA DARC;Senador 2º Suplente;131;PT;Deferido;COM A FORÇA DO POVO CAPIXABA
LEONARDO LOIOLA GAMA;LEONARDO LOIOLA;Senador 2º Suplente;433;PSD;Aguardando julgamento;PRA FRENTE ESPÍRITO SANTO
RITA DE CASSIA SANTOS LIMA;RITA LIMA;Senador 2º Suplente;500;PSOL;Deferido;PSOL
