Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
CLELIA DOS SANTOS MELO;CLELIA SANTOS;Senador 1º Suplente;212;PCB;Deferido;PCB
EDILSON PROFIRO DOS SANTOS;EDILSON PROFIRO DOS SANTOS;Senador 1º Suplente;161;PSTU;Deferido;PSTU
ENIR COSTA DE GOES;DONA ENIR COSTA;Senador 1º Suplente;543;PPL;Deferido;PPL
GILBERTO DOS SANTOS;DR GILBERTO;Senador 1º Suplente;131;PT;Aguardando julgamento;AGORA É O POVO
RICARDO BARRETO FRANCO;RICARDO FRANCO;Senador 1º Suplente;251;PTB;Deferido;AGORA SIM
