Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
BENEDITA DUARTE DO AMARAL;BENEDITA DO AMARAL;Vice-Governador;50;PSTU;Indeferido com recurso;FRENTE DE ESQUERDA - MUDANÇA PRA VALER
JOAQUIM DE LIRA MAIA;LIRA MAIA;Vice-Governador;15;DEM;Deferido;TODOS PELO PARÁ
JORGE CARLOS GONÇALVES VASCONCELOS;MAJOR VASCONCELOS;Vice-Governador;28;PRTB;Indeferido;PRTB
JOSÉ DA CRUZ MARINHO;ZEQUINHA MARINHO;Vice-Governador;45;PSC;Deferido;JUNTOS COM O POVO
LUIS ALBERTO MENEZES DA SILVA;LUIS MENEZES;Vice-Governador;21;PCB;Indeferido com recurso;PCB
RAIMUNDO MENEZES SALAME;RAIMUNDO SALAME;Vice-Governador;43;PV;Deferido;PV
