Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
ALEXANDRE LEMOS MAUÉS DE FARIA;ALEXANDRE MAUÉS;Senador 1º Suplente;280;PRTB;Indeferido com recurso;PRTB
ANGELO ANTÔNIO DA CUNHA RAIOL;ANGELO RAIOL;Senador 1º Suplente;777;SD;Aguardando julgamento;SD
CHARLES ANTONIO FERREIRA DE AVIZ;CHARLES AVIZ;Senador 1º Suplente;500;PSOL;Deferido;PSOL
FERNANDO TERUO YAMADA;FERNANDO YAMADA;Senador 1º Suplente;555;PSD;Deferido;PSD
GILDO SILVA BRITO;GILDO BRITO;Senador 1º Suplente;211;PCB;Indeferido;PCB
IVANILDO PEREIRA DE PONTES;IVANILDO PONTES;Senador 1º Suplente;111;PP;Deferido;PP
MARIA DA CONCEIÇÃO ARAÚJO CASTELO BRANCO;CONCEIÇÃO ARAÚJO;Senador 1º Suplente;777;SD;Renúncia;SD
RAIMUNDO DE SOUZA QUARESMA;QUARESMA;Senador 1º Suplente;141;PTB;Indeferido com recurso;PTB
ROBERTO CARLOS MARGALHO DOS SANTOS;ROBERTO SANTOS;Senador 1º Suplente;161;PSTU;Indeferido com recurso;PSTU
RODRIGO VIANNA RODRIGUES;RODRIGO VIANNA;Senador 1º Suplente;433;PV;Deferido;PV
RONILSON CORREA DE SENA;RONILSON SENA;Senador 1º Suplente;456;PSDB;Deferido;PSDB
VALDIR GANZER;VALDIR GANZER;Senador 1º Suplente;131;PT;Indeferido com recurso;TODOS PELO PARA
