Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
CINTHIA ALVES CAETANO RIBEIRO;CINTHIA RIBEIRO;Vice-Governador;90;PTN;Aguardando julgamento;REAGE TOCANTINS
DERISVAN BEZERRA DA SILVA;DERISVAN BEZERRA DA SILVA;Vice-Governador;50;PSOL;Aguardando julgamento;PSOL
EVANILDE GOMES FERREIRA;EVANILDE FERREIRA;Vice-Governador;21;PCB;Deferido;PCB
JOSELI ANGELO AGNOLIN;ANGELO AGNOLIN;Vice-Governador;77;PDT;Aguardando julgamento;A MUDANÇA QUE A GENTE VE
MARCELLO DE LIMA LELIS;MARCELO LELIS;Vice-Governador;15;PV;Aguardando julgamento;A EXPERIENCIA FAZ A MUDANÇA
ODETHE CATUMBIA PINTO DOS SANTOS;ODETHE CALUMBIA;Vice-Governador;28;PRTB;Aguardando julgamento;PRTB
