Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
CARLOS EDUARDO TORRES GOMES;EDUARDO GOMES;Senador;777;SD;Aguardando julgamento;A MUDANÇA QUE A GENTE VE
ELVIO QUIRINO PEREIRA;ELVIO QUIRINO;Senador;500;PSOL;Deferido;PSOL
JOEL MATOS DA SILVA;JOEL MATOS;Senador;280;PRTB;Aguardando julgamento;PRTB
KATIA REGINA DE ABREU;KATIA ABREU;Senador;155;PMDB;Aguardando julgamento;A EXPERIENCIA FAZ A MUDANÇA
MANOEL ARAGÃO DA SILVA;SARGENTO ARAGÃO;Senador;900;PROS;Deferido;REAGE TOCANTINS
MARIA DA CONCEIÇÃO SILVA DE OLIVEIRA;CEIÇA;Senador;211;PCB;Deferido;PCB
