Nome Completo;Nome Para Urna;Cargo;Número;Partido;Situação;Coligação
JOSÉ GERALDO RIVA;RIVA;Governador;55;PSD;Aguardando julgamento;VIVA MATO GROSSO
JOSE MARCONDES DOS SANTOS NETO;MUVUCA;Governador;31;PHS;Aguardando julgamento;MOBILIZAR E HUMANIZAR
JOSÉ PEDRO GONÇALVES TAQUES;PEDRO TAQUES;Governador;12;PDT;Aguardando julgamento;CORAGEM E ATITUDE PRA MUDAR
JOSÉ ROBERTO DE FREITAS CAVALCANTE;DR. JOSÉ ROBERTO;Governador;50;PSOL;Deferido;PSOL
LÚDIO FRANK MENDES CABRAL;LÚDIO CABRAL;Governador;13;PT;Deferido;AMOR A NOSSA GENTE
